Chọn,IMEI,Phiếu nhập,Nhà cung cấp,Ngày tồn,Ngày nhập,Ngày chuyển,Tồn cục bộ,Tên kho,Giá đặc biệt,Tên hàng,Ghi chú IMEI,Tình trạng,Loại hàng,Nhóm hàng,Đi đường,Số hóa đơn
FALSE,350753201229341,N.44NAQ.22.09.000085,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,48,06/10/2022,06/10/2022,48,DON 44NAQ,,DEMO-SAMSUNG GALAXY A04S 4GB 64GB XANH (A047),,Mới,HÀNG HÓA,DTDEMO,,00199569
FALSE,351494690006416,N.229NTT.22.06.000237,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,106,09/08/2022,09/08/2022,106,DON 44NAQ,,DEMO-SAMSUNG GALAXY A33 5G 6GB 128GB TRẮNG (A336),,Mới,HÀNG HÓA,DTDEMO,,00022026
FALSE,353842193202122,N.567LQD.22.05.000244,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO-SAMSUNG GALAXY A53 5G 8GB 128GB ĐEN (A536),,Mới,HÀNG HÓA,DTDEMO,,0675572
FALSE,355864120754601,N.672AC.22.04.000216,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO-SAMSUNG GALAXY S21 FE 8G 256GB XÁM (G990),,Mới,HÀNG HÓA,DTDEMO,,0046056
FALSE,355705441559585,N.157NTMK.22.05.000149,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO-SAMSUNG GALAXY S22 PLUS 8GB 256GB XANH (S906),,Mới,HÀNG HÓA,DTDEMO,,0666472
FALSE,352125580343506,N.59QT.22.03.000443,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO-SAMSUNG GALAXY TAB S8 ULTRA 8GB 128GB XÁM (X906),,Mới,HÀNG HÓA,DTDEMO,,0538150
FALSE,353185441153626,N.44NAQ.22.08.000126,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,88,27/08/2022,27/08/2022,88,DON 44NAQ,,DEMO-SAMSUNG GALAXY Z FLIP 4 5G 128GB VÀNG (F721),,Mới,HÀNG HÓA,DTDEMO,,00137779
FALSE,351843260288269,N.44NAQ.22.08.000057,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,97,18/08/2022,18/08/2022,97,DON 44NAQ,,DEMO-SAMSUNG GALAXY Z FOLD 4 5G 256GB XANH (F936),,Mới,HÀNG HÓA,DTDEMO,,00115449
FALSE,866855069935278,N.44NAQ.22.08.000140,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - VIVO,86,29/08/2022,29/08/2022,86,DON 44NAQ,,DEMO-VIVO Y22S 8GB 128GB XANH VÀNG,,Mới,HÀNG HÓA,DTDEMO,,00029041
FALSE,861239051500843,N.288BTH.22.05.000519,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD),100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO-XIAOMI REDMI NOTE 11 PRO PLUS 5G 8GB 256GB XÁM,,Mới,HÀNG HÓA,DTDEMO,,0107040
FALSE,868909059091986,N.148TC.22.07.000110,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD),100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO-XIAOMI REDMI NOTE 11S 8G 128GB TRẮNG,,Mới,HÀNG HÓA,DTDEMO,,00048676
FALSE,SMKMQ4356CL,N.672AC.22.05.000290,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD)-APPLE,185,22/05/2022,03/08/2022,112,DON 44NAQ,,APPLE IPAD 10.2 2021 4G 64GB BẠC CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,0101703
FALSE,SFP2Y603TKF,N.44NAQ.22.10.000132,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - IPHONE,33,21/10/2022,21/10/2022,33,DON 44NAQ,,APPLE IPAD 10.2 2021 4G 64GB BẠC CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,00051792
FALSE,SKMQGH04Q9J,N.CPSHCM.22.08.000281,Công ty cổ phần xây dựng và đầu tư thương mại Hoàng Hà,93,22/08/2022,26/08/2022,89,DON 44NAQ,,APPLE IPAD 10.2 2021 4G 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,00003503
FALSE,SC7CHXNC4J3,N.CPSHCM.22.08.000281,Công ty cổ phần xây dựng và đầu tư thương mại Hoàng Hà,93,22/08/2022,26/08/2022,89,DON 44NAQ,,APPLE IPAD 10.2 2021 4G 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,00003503
FALSE,SYJCVJD7GV1,N.CPSHCM.22.07.000068,Chi Nhánh Công Ty TNHH Phân Phối Synnex FPT - APPLE,139,07/07/2022,04/08/2022,111,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 256GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,00012201
FALSE,SH5XQV4XC4L,N.44NAQ.22.11.000091,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ - 11000_DIENTHOAI ,2,21/11/2022,21/11/2022,2,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB BẠC CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,51426
FALSE,SQQH9NWX9R0,N.44NAQ.22.11.000084,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ - 11000_DIENTHOAI ,4,19/11/2022,19/11/2022,4,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB BẠC CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,50579
FALSE,SYWC6WVPQ7V,N.44NAQ.22.11.000094,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ - 11000_DIENTHOAI ,2,21/11/2022,21/11/2022,2,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,50498
FALSE,SMWMHQY53HK,N.44NAQ.22.11.000067,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ - 11000_DIENTHOAI ,8,15/11/2022,15/11/2022,8,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,179649
FALSE,SMWTJ3PTP2V,N.44NAQ.22.10.000114,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ PSD-MACBOOK-IPAD,37,17/10/2022,17/10/2022,37,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,00044474
FALSE,SR5XH9YJ7CK,N.44NAQ.22.11.000094,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ - 11000_DIENTHOAI ,2,21/11/2022,21/11/2022,2,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,50498
FALSE,ST6MKJJK9FM,N.44NAQ.22.11.000094,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ - 11000_DIENTHOAI ,2,21/11/2022,21/11/2022,2,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,50498
FALSE,SGWG03H96DF,N.CPSHCM.22.11.000192,CHI NHÁNH CÔNG TY TNHH PHÂN PHỐI SYNNEX FPT - 11000_DIENTHOAI ,6,17/11/2022,17/11/2022,6,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,66304
FALSE,SPL2TJY70PV,N.CPSHCM.22.11.000192,CHI NHÁNH CÔNG TY TNHH PHÂN PHỐI SYNNEX FPT - 11000_DIENTHOAI ,6,17/11/2022,17/11/2022,6,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,66304
FALSE,SJQG59MM61G,N.44NAQ.22.11.000067,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ - 11000_DIENTHOAI ,8,15/11/2022,15/11/2022,8,DON 44NAQ,,APPLE IPAD 10.2 2021 WIFI 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,179649
FALSE,SDMPH20FAQ197,N.44NAQ.22.10.000017,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD)-APPLE,53,01/10/2022,01/10/2022,53,DON 44NAQ,,APPLE IPAD AIR 10.9 2020 4G 256GB HỒNG CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,00147805
FALSE,SDMPH20HQQ199,N.44NAQ.22.10.000017,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD)-APPLE,53,01/10/2022,01/10/2022,53,DON 44NAQ,,APPLE IPAD AIR 10.9 2020 4G 256GB XANH CHÍNH HÃNG,,Mới,HÀNG HÓA,IPAD CTM,,00147805
